id,sierra-system-no,referenceNumber,availabilities,title,alternativeTitles,workType,physicalDescription,genres,subjects,contributors,production.dates,production.agents,production.places,languages,description,lettering,duration,images,thumbnail.license.label,thumbnail.url,collection.url
kjc9xczc,b20058160,,['Closed stores'],BMA world tour. Part 7.,['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 videocassette (DIGIBETA) (07:05 mins) : silent, black and white, PAL<br/>1 DVD (07:05 mins) : silent, black and white","['Videocassettes', 'DVDs']","['Travel', 'Voyages around the world', 'Malta', 'Gibraltar', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",['English'],"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage of the homeward journey by the party. The first stop is the island of Malta. Local boys offer to dive for money. The ship is met by boats shaped like gondolas. The ship goes onto Gibraltar. There are views of the war memorial and the docks. Troops are on the parade ground. The rock of Gibraltar is seen and a Moorish Castle. A number of people with linked arms stroll to the camera on deck of the ship before the travel book is closed and the lettering on the journal regarding Pickfords travel services commends itself to the viewer. A charming touch is the travel journal being closed.</p>",,,,,,https://wellcomecollection.org/works/kjc9xczc
b9sgq42s,b19276357,PP/ESS/B,,British Colleagues,,Archives and manuscripts,5 boxes,,,,1830s - 1930s,,,,"Under this heading are included colleagues, pupils etc, in Canada, Australia and New Zealand, Singapore, South Africa and India as well as in the British Isles. This section falls into two main groups of letters. Firstly there is a group of letters B.1-B.23 from various individuals with whom ESS was associated and with whom he had a considerable amount of correspondence. It is not clear what criteria were employed in selecting out this group while other correspondents of importance have been left in the alphabetical sequence. This group has been arranged chronologically by the date of the earliest item. It should be noted that the William Sharpey material includes a number of Sharpey's own papers which were saved from destruction by ESS, as well as letters from Sharpey to ESS. The second group B.24-B.65 consists of correspondents arranged in alphabetical sequence. Although most correspondents in this series are represented by a mere one or two letters some corresponded with ESS over quite some period. For ease of handling and reference the series has been divided up into 65 files with the general reference PP/ESS/B. Each letter within each file has a number of its own. Letters from ESS's pupils Sanger BROWN and Sutherland SIMPSON are to be found under AMERICAN COLLEAGUES. Letters from a number of these correspondents are to be found in other sections of this collection.",,,,,,https://wellcomecollection.org/works/b9sgq42s
kf57jmvg,b16634299,663429i,"['Closed stores', 'Online']","China: a chair equipped with blades for performances by mediums (tangki). Photograph, 19--.",,Pictures,1 photograph : photoprint ; sheet 20.4 x 15.2 cm,"['Photographic prints', 'Photographs']","['Chairs', 'Shamanism', 'China.', 'Body piercing', 'China']",,"[London] : [Wellcome Historical Medical Museum], [between 1910 and 1919?]",['[Wellcome Historical Medical Museum]'],['[London]'],['English'],"<p>A dragon chair on which a Chinese medium or shaman (tongji, or tang-ki in Hokkien) sits while in possession by a God such as Sun Wu Kung (Monkey ) or No cha or others. This is connected to the popular religion of the Chinese, not to formal religion, and it is the sort of thing that was looked down upon by upper class or educated Chinese. The custom is very much alive in Singapore and you can find film of tang-ki ceremonies on YOUtube: the chairs are often shown but the version with sword blades is only shown for a moment on one. Photographs of tangki show body piercing with long skewers, striking the body with a spiked ball, tongue cutting and slashing the body with swords -- all without permanent damage, and all to show the superhuman powers of the god in the medium. As well sword- or nail-chairs, mediums sometimes climb sword ladders. ... ""I can fully believe that the chair was sold to Sir Henry [Wellcome]'s agents as a torture chair, because this would fit in with the sadistic Chinese Fu Manchu stereotype of the period."" (information from David Jones, 2012)</p>
<p>Chair in the Wellcome Historical Medical Museum, London. Bears display label, since removed, saying ""Torture chair. Chinese. XVIII century"". Dragons' head finials on arm rests are vertical, whereas they are currently (2008) diagonal</p>",Lettering typed on  label stuck to back of print catalogued,,['qmreap2d'],In copyright,"https://iiif.wellcomecollection.org/image/V0031242/full/300,/0/default.jpg",https://wellcomecollection.org/works/kf57jmvg
tyfx5maf,b20273769,PP/MCD/A,,Correspondence,,Archives and manuscripts,13 files,,,,1963-1988,,,['English'],"<p>This section contains copies of letters by McDougall, letters to him and letters between third parties in matters interesting to him. File A/1 contains correspondence between RJW Rees (from the National Institute for Medical Research in London), Elisabeth Palmer and AGM Weddell (both from the Department of Human Anatomy at Oxford University), on experiments on mice inoculated with <i>m. leprae</i>,  from 1963-1971, when McDougall was still in Zambia.</p><p>File A/2 contains correspondence on the cultivation of <i>M leprae</i> in the nine-banded armadillo; the examination of tissues from experimental animals (armadillos, mice, hedgehogs) from the NIMR and biopsies from patients in various trials, notably those established by the Medical Research Council (MRC) unit in Sungei Buloh (Singapore) under the direction of two UK leprologists, Dr MFR Waters and Dr JMH Pearson.</p><p>Subseries A/3 is correspondence (1973-1988) as Consultant in Clinical Research (Leprosy) to the British Leprosy Relief Association (LEPRA) and as Editor of <i>Leprosy Review</i> and some of its content overlaps with file A/2.</p>
<p>Please note there is more correspondence in country files (B/1-B/15) and in research files (D/1/1, D/2/1, D/3/1, D/4/1).</p><p>Please note that correspondence discussing patients' conditions has been extracted to file A/3/9 and closed under the Data Protection Act until 1 January 2089. </p>",,,,,,https://wellcomecollection.org/works/tyfx5maf
wkrgcxuf,b30060370,WTI/DPB/F/2,['Closed stores'],"Autobiographical articles, letters and other documents relating to Denis Burkitt",,Archives and manuscripts,1 file,,,,1922-1992,,,,"Various autobiographical and biographical papers relating to Denis Burkitt. <p></p>
<p>Including manuscript letter to Mrs Burkitt (Denis's mother), dated 7 August 1922, from a Sara Orr, who is praying for the boy (Denis) who hurt his eye and who may go blind; letter from Denis Burkitt to his parents, dated 22 January 1939 on the ship M V <i>Glenshiel</i> near Singapore, detailing the reasons for taking the job at sea, partly to have time to decide what path God wants to lead him down for the rest of his life; two and a half pages of typed account covering 1938-1946, containing many biblical quotes, describing how Denis came to take a posting in Uganda; typed account covering Denis's year as RSO at the Prince of Wales Hospital in Plymouth, 1939-1940, detailing his religious activities and services given on the wards; extract (made in 1992)  from his 1946 diary in which he is concerned about his decision to go to Uganda; manuscript page of notes on 'providential meetings' with people in his life; contemporary 9-page typed account of Burkitt's army leave in Uganda Nov-Dec 1944 including a hand drawn map of the area; photocopy of 27-page typed account '10,000 mile safari'; various biographical journal articles and press cuttings, including detailed account of his life 'A missionary, heart and soul' printed in the journal <i>Hospital Practice</i> July 15, 1990.</p>",,,,,,https://wellcomecollection.org/works/wkrgcxuf
nmdhnakp,b28679787,,['Online'],Survival at sea.,,Videos,"1 encoded moving image (22:12 mins.) : sound, black and white",,"['Life rafts', 'Survival', 'Physiology']","['Royal Naval Personnel Research Committee.', 'Department of Experimental Medicine, Cambridge.']",1953.,,,['English'],"<p>A record of experiments carried out by the Royal Naval Personnel Research Committee and the Department of Experimental Medicine, Cambridge, during 1950-51 (opening intertitle). To guard against exposure, experiments are carried out in the Arctic, Britain and the tropics on a self erecting inflatable raft. An inflatable exposure suit is also tested. The first experiments of the inflatable raft took place at Tromsø Fjord, Norway in February 1950 over five days. There is time for recreation skiing. In Harwich, different styles of 'tent' are tried with a mass exodus from the quayside. In Cambridge, the tent self-erects at a college swimming pool. The men clamber in. Boarding proves to be difficult for one untrained man wearing a life jacket. A rope scrambling net is added; followed by an armhold; followed by a ladder. A single man proves that he can right the capsized dingy. Singapore 1950, the experiments on the dinghies continue in the tropics. The men are mustered so that they can be examined briefly in turn (they are all in  good health). Rosyth 1951, despite cold external temperatures, the interior of the tents become very hot; the temperature is recorded via a series of equipment. North Sea 1951, the evacuation of a ship onto life rafts takes place. Further modifications are made to the latest raft in 1953. Experiments to address seasickness are abandoned due to exceptionally heavy seas. They resume later in a swimming pool with a wave making machine with volunteers.</p>",,1332.0,,,,https://wellcomecollection.org/works/nmdhnakp
w3v8sds5,b28679775,,['Closed stores'],Survival at sea.,,Videos,"1 videocassette (22:12 min.) (DIGIBETA) : sound, black and white<br/>1 DVD (22:12 min.) : sound, black and white ; 12 cm","['Videocassettes', 'DVDs']","['Life rafts', 'Survival', 'Physiology']","['Royal Naval Personnel Research Committee.', 'Department of Experimental Medicine, Cambridge.']",1953.,,,['English'],"<p>A record of experiments carried out by the Royal Naval Personnel Research Committee and the Department of Experimental Medicine, Cambridge, during 1950-51 (opening intertitle). To guard against exposure, experiments are carried out in the Arctic, Britain and the tropics on a self erecting inflatable raft. An inflatable exposure suit is also tested. The first experiments of the inflatable raft took place at Tromsø Fjord, Norway in February 1950 over five days. There is time for recreation skiing. In Harwich, different styles of 'tent' are tried with a mass exodus from the quayside. In Cambridge, the tent self-erects at a college swimming pool. The men clamber in. Boarding proves to be difficult for one untrained man wearing a life jacket. A rope scrambling net is added; followed by an armhold; followed by a ladder. A single man proves that he can right the capsized dingy. Singapore 1950, the experiments on the dinghies continue in the tropics. The men are mustered so that they can be examined briefly in turn (they are all in  good health). Rosyth 1951, despite cold external temperatures, the interior of the tents become very hot; the temperature is recorded via a series of equipment. North Sea 1951, the evacuation of a ship onto life rafts takes place. Further modifications are made to the latest raft in 1953. Experiments to address seasickness are abandoned due to exceptionally heavy seas. They resume later in a swimming pool with a wave making machine with volunteers.</p>",,,,,,https://wellcomecollection.org/works/w3v8sds5
grnv8j79,b19736939,WTI/LBC/H/6,['Closed stores'],"Meetings, visits and colleagues",,Archives and manuscripts,1 file (in 2 parts),,,,1950s-1970s,,,,"<p>Bundle of photographic prints, mainly portraits and group photographs of colleagues and other prominent malariologists from around the world, generally taken at meetings, conferences, visits, etc. Some include Bruce-Chwatt himself but in the majority of cases he appears to have been the photographer. A few scenes of local life are also included. Many are captioned with names and other details on the reverse.</p>

<p>A few of the locations included are as follows:</p>

<p>Sokoto, Nigeria, 1951</p>

<p>Yaounde, Cameroon, 1954</p>

<p>India, c. 1950s</p>

<p>Malaria Conference, Yaounde, Cameroon, 1959</p>

<p>Geneva, 1959</p>

<p>Gambia, c. 1960</p>

<p>Mexico, 1960</p>

<p>Scientific meeting of the WHO, 1960</p>

<p>Expert Committee on Malaria, Geneva, 1960</p>

<p>Amani Research Centre, 1960</p>

<p>WHO Malaria Expert Committee, Rio de Janeiro, 1960</p>

<p>Malaria Conference, Tashkent, 1961</p>

<p>Geneva, 1961</p>

<p>London 1961</p>

<p>Yaounde, Cameroon, 1961</p>

<p>Jamaica Malaria Training Course, 1961</p>

<p>Singapore, 1961</p>

<p>Bucharest, 1962</p>

<p>Malaria Conference, Yaounde, Cameroon, July 1962</p>

<p>WHO Chemotherapy Group on Malaria, 1963</p>

<p>WHO Regional Malaria Adviser, 1963</p>

<p>Leningrad 1963</p>

<p>Washington, 1963</p>

<p>WHO Expert Committee on Malaria, Rio de Janeiro, 1963</p>

<p>WHO Malaria Conference, Yaounde, Cameroon, 1965</p>

<p>London, 1965</p>

<p>WHO Expert Committee on Malaria, 1966</p>

<p>WHO group visiting Tashkent, Uzbekistan, 1966</p>

<p>WHO, Geneva, 1967</p>

<p>Matto Grosso, Brazil, 1967</p>

<p>Congress of Tropical Medicine and Malaria, Teheran, 1968</p>

<p>Malaria Conference, Cameroon, 1969</p>

<p>WHO Expert Committee on Malaria, Geneva, 1969</p>

<p>WHO Regional Malaria Directors, 1969</p>

<p>Malaria Control Project, Kano, 1971</p>

<p>WHO Chemotherapy Meeting, 1973

</p><p>Lahore, [1980]</p>",,,,,,https://wellcomecollection.org/works/grnv8j79
xffm5rju,b18755847,RAMC/1471,"['Closed stores', 'Online']","Papers and souvenirs of Lieutenant-Colonel John George Eric Vachell, RAMC",,Archives and manuscripts,3 files,,,,1925-1946,,,,"<p>1 Commissions as Lieutenant, RAMC 1925 and 1927</p>
<p>2 Bundle of photographs taken when stationed in India, 1926-1928; With six packets of negatives.</p>
<p>3 Photographs, Christmas card, letter and newspaper cutting from Vachell's time with the 146th (West Riding) Field Ambulance, 1933-1935</p>
<p>4 Notification of qualification with distinction in venereal disease and dermatology at Specialists' Examination, RAM College, 1936</p>
<p>5 Photograph of Vachell with other specialists at Dover Camp, 1936</p>
<p>6 Group photographs of officers, 1930s</p>
<p>7 Three photographs from Vachell's posting in Singapore, 1937-1938</p>
<p>8 Text of a talk re dermatology, 1938</p>
<p>9 Cutting re Dynevor Castle, Carmarthenshire (now Dyfed), from Country Life, 1968, with a note by Vachell re his command of no. 12 Casualty Clearing Station there, 1941-1942</p>
<p>10 Map of Tunisia, showing the moves made by No. 12 Casualty Clearing Station, 1942-1943</p>
<p>11 Certificate of mention in despatches, 1943</p>
<p>12 Letter reporting developments at No. 5 General Hospital, British North Africa Force, 1944</p>
<p>13 Portrait photograph of Vachell, 1944</p>
<p>14 Typescript of Vachell's article ""An approach to dermatology"", 1944</p>
<p>15 Typescript of Vachell's ""Simple classification of skin diseases"", 1940s</p>
<p>16 Photograph of the Hygiene and Anti-malaria Exhibition in the Punjab, India 1945</p>
<p>17 Two letters giving news of the Combined Military Hospital, Yol, Punjab, India 1946</p>
<p>18 Letter from Vachell's servant at the Combined Military Hospital, 1949</p>
<p>19 Membership card of the Ancient Order of Froth Blowers, 1930s</p>
<p>20 China photograph c.1900</p>
<p>21 Article by Major-General R.W.D. Leslie entitled ""The medical services in Palestine, 1936"". Extracted from the Journal of the Royal Army Medical Corps, Nov 1937</p>",,,,,,https://wellcomecollection.org/works/xffm5rju
kefc8sj2,b19250149,WF/M/I/V/3,['Closed stores'],Slides of various advertising material,,Archives and manuscripts,3 Sheets (60 Slides) Colour 35mm plastic mounted slides,,,,1885-c.1990,,,,"Originally attributed as 'IPE'
<br>
* Pharmacy sign c. 1885 advertising Burroughs Wellcome & Co's products, image used in Robert Rhodes James, 'Henry Wellcome'; <br>
* other advertising images include ""The age of speed"" with Wellcome logo and racing car; ""Sell products of Repute…Efficiency in display""; ""Profit and Pleasure"" image; early product, Bicarbonate of soda packaging; ""illustrations of some recent packings"" illustrating 7 products and packaging; 'Borofax' advert; Burinexa advert; Dovonex advert; image of postcard, illustration ""How medical substances are synthesised""; <br>
* May 1907 contents page for Price list and notes; image of 'The Charioteer'; Daedalus and Icarus image and description taken from a diary; <br>
* front cover of 'List of Fine Products 1921';<br>
* 'Menthofax' adverts x 3;<br>
* Menthol image used 'In Pursuit of Excellence' p 27/5; <br>
* 'Humanised milk for Infant Feeding'; <br>
* Tabloid Sulphaguanidine advert; <br>
* Inhaler advert; <br>
* 'Chinese style' calendars x 2; <br>
* 'The King of waters for Kidney disease- Buffalo Springs water'; <br>
* Migril advert; <br>
* frontispiece of 'Anaesthetics- Antient and Modern'; <br>
* Print of St. Sebastian advert for 'Welfare Work'; <br>
* Hazeline' products adverts x9 slides include; <br>
* Hazeline Snow c.1890, "" The cult of Beauty"" c. 1929; <br>
* Singapore advert; <br>
* Hazeline Cream advert x 2; <br>
* ""Hazeline Snow- Gives Natural Charm""; <br>
* Hazeline Snow advert c 1936 artwork, pastel; <br>
* Kepler adverts x5 include Kepler malt extract, Kepler solution, Kepler cold liver oil with malt;<br>
*  image of Snow Hill, interior, image used in  Robert Rhodes James, 'Henry Wellcome';<br>
*  Wellferon product and packaging; <br>
* images of original black and white photographs of Wellcome employees, 2 group shots, 1 interior shot of men working, 1 shot of machinery, 1 shot of women walking along path carrying baskets full of leaves, (of Digitalis Materia Medica Farm, Dartford); <br>
* 'Tabloid' adverts include: Sodiym Salicylate; laxative vegetable; Digitalis leaf; AA Kit medical bag with contents laid out on table; Tea; Captain Scott and team photograph developed with 'Rytol' and 'Tabloid Blue Toner'; oriental style, 'Tabloid Tea';  medicine chest; Mount Everest Expedition of 1936 and 1938 Medicine Chest image used in 'In Pursuit of Excellence' p. 43.",,,,,,https://wellcomecollection.org/works/kefc8sj2
dsqbwmx2,b20107973,,['Online'],BMA world tour. Part 7.,,Videos,"1 encoded moving image (07.06 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'Malta', 'Gibraltar', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage of the homeward journey by the party. The first stop is the island of Malta. Local boys offer to dive for money. The ship is met by boats shaped like gondolas. The ship goes onto Gibraltar. There are views of the war memorial and the docks. Troops are on the parade ground. The rock of Gibraltar is seen and a Moorish Castle. A number of people with linked arms stroll to the camera on deck of the ship before the travel book is closed and the lettering on the journal regarding Pickfords travel services commends itself to the viewer. A charming touch is the travel journal being closed.  1 segment.</p>",,426.0,,,,https://wellcomecollection.org/works/dsqbwmx2
agwskkft,b20107961,,['Online'],BMA world tour. Part 6.,,Videos,"1 encoded moving image (16.50 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'Yemen (Republic)', 'Sri Lanka', 'India', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage of the homeward journey by the party on SS Rajputana, P&O steamship from Penang to London. The party arrive at Colombo, Ceylon for a meeting of BMA members. There is a traditional performance of male dancers. In Bombay, an Indian snake charmer is seen in action. Venom is shown being extracted from a snake. The Bombay branch of the BMA greets the party; the meeting itself with the speeches is seen. The party bid farewell to their South African 'friends' (fellow passengers. A newspaper stand proclaims 'Italian Offensive Resumed'. Next stop; Aden. A seaplane flies overhead and there are lots harbour views. Travelling by road, there are donkey-drawn carts going the other way and more point of view shots of the road. The Tanks at Aden are shown. They next travel to the oasis and the salt works by car before entering the Suez canal. An overland party travels to Cairo. They travel past the Mena House Hotel, pyramids and Sphinx at Giza - some of the party are on camels. There are shots in the bazaar in Cairo, however, the exposure is quite poor and the image very grainy. There is a felucca on the Nile. Next, Port Said. End of Part 6 intertitle.</p>",,1010.0,,,,https://wellcomecollection.org/works/agwskkft
htm4kqnm,b20107924,,['Online'],BMA world tour. Part 3.,,Videos,"1 encoded moving image (17.27 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'San Francisco Bay Area (Calif.)', 'Hawaii', 'New Zealand', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the third part of the BMA's World Tour as they travel onwards. The group travel have left San Francisco and arrive at Honolulu on board the MV Aorangi; the arrival is filmed from the ship looking at the coastal landscape. The ladies of the party are wearing lei (garlands). The group stay at the Royal Hawaiian Hotel, Waikiki Beach; the setting is right on the beach and in lush tropical gardens. The party visit a village where women are making skirts from palm leaves for the tourists. There is then an amusing lesson in hula dancing. The villagers put on a performance. In a coconut grove, native peoples demonstrate going up a tree. Indigenous people are seen surfing on long wooden boards and boys dive from a jetty. Leaving Hawaii, there's various shots on deck including a baby in a baby bouncer! As the ship crosses the meridian, 'Father Neptune' appears to initiate people who haven't crossed it before; the deck is crowded with onlookers. Various people are tipped upside down into a pool. The party arrive in Fiji; they are greeted by a local band and dancing and fire-walking. The party then disembark for Auckland, New Zealand. In Auckland, the city is seen to be prosperous; the building are described as being 'tall tabernacles of trade'. There are exterior views of St Matthews, the Old Mill in Symonds Street and Grafton Bridge.</p>",,1047.0,,,,https://wellcomecollection.org/works/htm4kqnm
kac5kk72,b20273757,PP/MCD,,Papers of Dr Colin McDougall (1924-2006),,Archives and manuscripts,8 boxes,,"['Leprosy', 'Animals, Laboratory', 'Infectious Diseases', 'Drug Therapy', 'Research', 'International Agencies']","['McDougall, A. Colin']",1886-2003,,,"['English', 'French', 'German', 'Hindi', 'Spanish', 'Mandarin', 'Portuguese', 'Japanese']","<p>Colin McDougall's papers include his correspondence (as Consultant in Clinical Research to the British Leprosy Relief Association (LEPRA), 1972-1988 and Editor of <i>Leprosy Review</i> 1978-1988); documents related to McDougall's visits to leprosy-endemic countries (reports, photographs, meeting programmes, correspondence); publications (mainly collaborative papers); and research files (on leprosy in nose and teeth; importance of temperature in localisation of bacilli and transmission via nose; vaccine trials; eye leprosy; Lucio-Latapí leprosy; borderline leprosy; treatment of TB).</p>
<p>Correspondence relates mainly  to medical and scientific work with Dr R J W Rees, Laboratory for Leprosy and Mycobacterial Research, National Institute for Medical Research, London and provides a context for the introduction and implementation of multiple drug therapy (MDT) by WHO in 1981/1982 and the cultivation of <i>M leprae</i> in the nine-banded armadillo. There is  a file of correspondence among third parties before McDougall's return to London in 1970, on the results of animal experiments.</p>",,,,,,https://wellcomecollection.org/works/kac5kk72
v747ecq6,b20107912,,['Online'],"BMA world tour. Part 1a, Across America.",,Videos,"1 encoded moving image (12.56 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'Chicago (Ill.)', 'Rio Grande Valley (Colo.-Mexico and Tex.)', 'Grand Canyon (Ariz.)', 'San Francisco Bay Area (Calif.)', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the second part of the BMA's World Tour as they travel across America. The group travel from Chicago via a special steam train through Kansas City, Topeka and Las Vegas. They stop at Isleta Pueblo, New Mexico, a Native American village. They arrive at siesta time; women from the party pose with children. The Rio Grande is seen. Then indigenous women at Isleta. Two men of the party pose by the Grand Canyon; then there is a shot of timelapse footage showing the shadows moving across the canyon. There is an exterior of El Tovar Hotel and then establishing shots of Los Angeles and Hollywood; Pershing Square, Cafe Trocedero, palm trees and typical residential architecture. The party then travel to Santa Monica; exteriors of the Bath House are followed by wide shots of the beach with people bathing and a small marina with a number of boats. Arriving at San Francisco, there are unsteady camera pans of the Oakland Bridge and the Docks which are shot from Coit Memorial Tower (the city is clearly very densely populated). Municipal buildings are then shown from ground level. The Department of Health building is in evidence. At the harbour, there is a paddle steamer in the bay and other harbour footage. Alcatraz prison is then seen in the distance. The Golden Gate bridge is seen being constructed in the bay.  1 segment.</p>",,776.0,,,,https://wellcomecollection.org/works/v747ecq6
yxnrxem9,b20107900,,['Online'],BMA world tour. Part 1.,,Videos,"1 encoded moving image (15.27 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'New York (N.Y.)', 'Washington (D.C.)', 'Chicago (Ill.)', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the first part of the BMA's World Tour. The opening sequences are of a woman's hand in close-up turning the pages of a journal. Embarkation is via the boat train to Southampton (bystanders wave the departing train on) and then leaving for New York via the Cunard Line liner, MV Georgic. Games such as quoits are played on deck. The Statue of Liberty is seen as the ship arrives; there are views of Manhattan and the harbour from the ship. The entourage congregate for a group photo. On land, the skyscrapers are seen. The group are given a police escort which comprises of a lone cop on a motorcycle. The group visit Drs Bedell and Sondern of the Medical Society of NY State and are shown the Grasslands Community Hospital. Most of the group smoke as they wait outside. There are rostrum camera shots of Dr Anderson from the BMA, Drs Both and Hayden,  a gala and various hospitals. There is a brief glimpse of Wall Street from a car. The group then visit the White House in Washington followed by the British Embassy there. There is a nice view of Congress shot from the Library steps with many cars of the period parked in rows. The group travel to Chicago, staying at the Edgewater Beach Hotel. There are high wide shots of the Chicago skyline. The empty grounds of Chicago's World's Fair in 1933 are shown, then exteriors of the Field Museum Aquarium and Panetarium. Alcatraz prison is then seen in the distance. The Golden Gate bridge is seen being constructed in the bay.  1 segment.</p>",,927.0,,,,https://wellcomecollection.org/works/yxnrxem9
p2kykmxc,b20208066,PP/MDM,,"Mackenzie, Melville Douglas",,Archives and manuscripts,"5 boxes, 15 digital items 1.80 GB (1934134631 bytes)",,"['Disease', 'Infectious Disease', 'International Agencies']","['Mackenzie, Melville Douglas, 1889-1972']",1917-2012,,,,"Correspondence, reports, memoranda and other papers relating to various stages of Mackenzie's career including his time with the RAMC in Mesopotamia during WWI; his domestic work in Huddersfield, Liverpool and Newcastle; his work with the Society of Friends' Unit as part of the Russian Famine Relief; various international missions on behalf of the Health Organisation of the League of Nations during the 1930s and 1940s; work after WWII including his involvement with the World Health Organisation.

<p>The collection also contains administrative documents concerning Mackenzie's career, as well as a series of letters by Mackenzie, sent to his wife, mother and brother, between 1923 and 1957. Some of these letters have been annotated at a later date; the majority of these annotations were made by Melville Douglas Mackenzie's wife, although a few were made by his son.</p>
<p>The date range includes the dates of the digital scans included in the archive. The paper material covers the date range 1917-1960 and the digital files date from 2010-2012.</p>",,,,,,https://wellcomecollection.org/works/p2kykmxc
