ACNO,Countries,Title,Description,label
T15960,['Singapore'],2 or 3 Tigers,,0
T15922,['Malaysia'],Net-Grid (my dad knows nothing),,1
T15923,['Malaysia'],Floor,,0
T15977,['Vietnam'],Untitled from The Hill of Poisonous Trees,,0
T15887,['Vietnam'],The Earth And The Sky,,1
T15910,['Vietnam'],Work Contract,,1
T15888,['Vietnam'],Filling Gaps,,0
T15911,['Vietnam'],Work Contract,,1
T16014,['Philippines'],Untitled,,0
T16013,['Malaysia'],Mansau Ansau (To walk and walk without knowing where you are headed),,0
N04695,['Indonesia'],Javanese Head,"During the 1920s and 1930s, Gordine worked on a series of sculptures that represent the physiognomic characteristics of different races. Javanese Head was modelled in the Far East. Gordine travelled to Singapore in 1929, after being commissioned to make six bronze heads to decorate the Town Hall in Singapore. The six heads were intended to represent the different nationalities living in the Malay Peninsula. Dora Gordine was born in St. Petersburg in 1906 and died in London in 1991.",1
N04695,['Indonesia'],Javanese Head,"N04695 JAVANESE HEAD c. 1929–33 Inscr. ‘Dora Gordine 1/8’ on back of neck. Bronze, 14 1/4×8 1/4×11 (36×21×28). Presented by the Hon. Richard Hare 1933. Coll: Purchased by the donor at the Leicester Galleries 1933. Exh: Leicester Galleries, July 1933 (5, repr.). Repr: R.B.S., Modern British Sculpture, n.d. (1939), pl.40. From 1929 to 1935 the artist was engaged in decorating the Town Hall at Singapore and travelled around in the Far East, where she found many subjects for portraits. This head was modelled in Singapore and cast in Paris. Other casts belong to the Council Room of the City Hall, Singapore; Sir Richard Winstedt, London; Mrs Philip Laing, Hurstbourne, Tarrant, Hampshire; and the artist. Published in: Mary Chamot, Dennis Farr and Martin Butlin, The Modern British Paintings, Drawings and Sculpture, London 1964, I",1
N04695,['Indonesia'],Javanese Head,"During the 1920s and 1930s, Gordine worked on a series of sculptures that represent the physiognomic characteristics of different races. Javanese Head was modelled in the Far East. Gordine travelled to Singapore in 1929, after being commissioned to make six bronze heads to decorate the Town Hall in Singapore. The six heads were intended to represent the different nationalities living in the Malay Peninsula. Dora Gordine was born in St. Petersburg in 1906 and died in London in 1991.",1
N04695,['Indonesia'],Javanese Head,"N04695 JAVANESE HEAD c. 1929–33 Inscr. ‘Dora Gordine 1/8’ on back of neck. Bronze, 14 1/4×8 1/4×11 (36×21×28). Presented by the Hon. Richard Hare 1933. Coll: Purchased by the donor at the Leicester Galleries 1933. Exh: Leicester Galleries, July 1933 (5, repr.). Repr: R.B.S., Modern British Sculpture, n.d. (1939), pl.40. From 1929 to 1935 the artist was engaged in decorating the Town Hall at Singapore and travelled around in the Far East, where she found many subjects for portraits. This head was modelled in Singapore and cast in Paris. Other casts belong to the Council Room of the City Hall, Singapore; Sir Richard Winstedt, London; Mrs Philip Laing, Hurstbourne, Tarrant, Hampshire; and the artist. Published in: Mary Chamot, Dennis Farr and Martin Butlin, The Modern British Paintings, Drawings and Sculpture, London 1964, I",1
N04695,['Indonesia'],Javanese Head,"Described by the Evening Standard as ‘a girl sculpture genius’, Gordine travelled to Singapore to work on a commission for the city authorities to produce six sculpted heads representing people of different ethnic backgrounds living in the Malay Peninsula. Javanese Head was modelled there, and its form sits between artistic styles in British art of the period, as the critic Arthur Symons defined, a ‘profound sense of pure form… heedless alike of realism and of exaggerated abstraction’.",1
N04860,['Malaysia'],Malay Head,"This head also comes from Gordine’s series of sculptures that represent the physiognomic characteristics of different races. When Gordine held an exhibition of her work in London in 1938, she was praised by poet and critic Arthur Symons: ‘Her profound sense of pure form in sculpture, heedless alike of realism and of exaggerated abstraction, is united with the subtlest delicacy of modelling, and these qualities endow her bronzes with abnormal power.’ This work was bequeathed to Tate by Symons’ widow after his death. Dora Gordine was born in St. Petersburg in 1906 and died in London in 1991.",1
N04860,['Malaysia'],Malay Head,"This head also comes from Gordine’s series of sculptures that represent the physiognomic characteristics of different races. When Gordine held an exhibition of her work in London in 1938, she was praised by poet and critic Arthur Symons: ‘Her profound sense of pure form in sculpture, heedless alike of realism and of exaggerated abstraction, is united with the subtlest delicacy of modelling, and these qualities endow her bronzes with abnormal power.’ This work was bequeathed to Tate by Symons’ wife, Rhoda. Dora Gordine was born in St. Petersburg in 1906 and died in London in 1991.",1
N04860,['Malaysia'],Malay Head,"N04860 A MALAY SULTANA 1933 Inscr. ‘Dora Gordine 1/8’ on back of head. Bronze, 10 3/4×8 3/4×13 3/4 (27×22×35), on black marble base, 3×7 1/2×6 1/4 (7×19×16). Bequeathed by Mrs Rhoda Symons 1937. Exh: Leicester Galleries, July 1933 (10). Lit: E. H. Ramsden, Sculpture: Theme and Variations, 1953, p.23, repr. pl.38a. Modelled in the Malay Peninsula in 1933 and cast in Paris. Other casts belong to the City Hall, Singapore, Richard Prichard, London, and the artist. Published in: Mary Chamot, Dennis Farr and Martin Butlin, The Modern British Paintings, Drawings and Sculpture, London 1964, I",1
N04860,['Malaysia'],Malay Head,"This head also comes from Gordine’s series of sculptures that represent the physiognomic characteristics of different races. When Gordine held an exhibition of her work in London in 1938, she was praised by poet and critic Arthur Symons: ‘Her profound sense of pure form in sculpture, heedless alike of realism and of exaggerated abstraction, is united with the subtlest delicacy of modelling, and these qualities endow her bronzes with abnormal power.’ This work was bequeathed to Tate by Symons’ wife, Rhoda. Dora Gordine was born in St. Petersburg in 1906 and died in London in 1991.",1
N04860,['Malaysia'],Malay Head,"N04860 A MALAY SULTANA 1933 Inscr. ‘Dora Gordine 1/8’ on back of head. Bronze, 10 3/4×8 3/4×13 3/4 (27×22×35), on black marble base, 3×7 1/2×6 1/4 (7×19×16). Bequeathed by Mrs Rhoda Symons 1937. Exh: Leicester Galleries, July 1933 (10). Lit: E. H. Ramsden, Sculpture: Theme and Variations, 1953, p.23, repr. pl.38a. Modelled in the Malay Peninsula in 1933 and cast in Paris. Other casts belong to the City Hall, Singapore, Richard Prichard, London, and the artist. Published in: Mary Chamot, Dennis Farr and Martin Butlin, The Modern British Paintings, Drawings and Sculpture, London 1964, I",1
P78639,['Myanmar'],"Pindaya, Burma, 1998","Blue Sisters, Structures of Deviance is a portfolio of ten prints executed in blue ink on white paper. Five are photogravures depicting trees. The other five are soft ground etching and aquatint on paper; these images are abstract and have a smaller plate size than the photogravures. The prints were produced at Druckatelier Kurt Zein in Vienna, where the artist lives and works. They were published in an edition of thirty-five with ten artist’s and publisher’s proofs; Tate owns number eleven in the edition. Federle has travelled extensively and for many years has taken photographs of trees during his international journeys. The photographs used in this portfolio were taken on four continents and depict large trees in diverse landscapes. The images are taken from a low viewpoint and cropped so that the tops of the depicted trees are not visible. Federle highlights the structural forms of the trunks and branches, and emphasises the connection between the trees and the ground. The photographic prints are reproduced in a deep blue. Although the source photographs were taken in daylight, the colouration gives the prints a contemplative, nocturnal quality. Federle is known predominantly as a painter (see Norwegian Sight, 1997, Tate T07463). He uses simple geometric forms including segments of the letters of the alphabet as the basis for compositions made with delicate painterly brushstrokes. The etchings in this portfolio are structurally similar to paintings made by the artist in the late 1990s and early twenty-first century in which Federle used a repeated motif of vertical bands. Like the photogravures, the etchings are printed using the artist’s characteristically limited palette. Rather than the deep blue of the representational prints, the abstract etchings are made in a darker blue-grey; the images become progressively looser and less rigidly structured. Federle seeks to convey a sense of spirituality approaching the sublime in his depiction of simple forms and the natural world. He has averred that ‘it can only be the spiritual which satisfies in art’ (quoted in Eva Badura-Triska, ‘1/1, 1/2, 1/4 (to Johannes Itten)’, Helmut Federle 5+1, p.20). The two styles deployed in Blue Sisters suggest contrasting and complementary contemporary approaches to the Romantic. The photogravures are depictions of landscape in the tradition of German Romantic painters including Caspar David Friedrich (1774-1840) while the etchings show the influence of American Abstract Expressionist artists, particularly Mark Rothko (1903-70; see Black on Maroon, 1958, Tate T01166). Speaking about an earlier series, Federle said, ‘I ... handle the abstract vocabulary with the same emotionality and the same symbolization as if I would paint a landscape’ (quoted in Badura-Triska, p.21). The source photograph for this print was taken by the artist in Pindaya, Myanmar (formally Burma) in 1998. It depicts the base of a dead or dying tree, closely cropped so that it dominates almost the entire picture area. Small sections of sky and the leafy branches of other trees are only visible on the left side of the image and in the top right hand corner. The cracked ends of the dead tree’s branches and the blue tint of the photogravure lend an eerie quality, making the tree appear fossilised. Small plants grow up and around the roots, suggesting the potential for renewed growth. Further reading: Eva Badura-Triska, Erich Franz, Dieter Koepplin, Donald Kuspit, Friedrich Meschede and Theodora Vischer, Helmut Federle 5+1, New York, 1990. Guy Tosatto, Elisabeth von Samsonow, Beat Wismer, Xavier Douroux & Franck Gautherot, Veit Loers, Nicholas Serota, Friedrich Meschede, Dieter Ronte and Helmut Federle, Helmut Federle, exhibition catalogue, Musée des Beaux-Arts de Nantes, 2002. ‘Working Proof’, Art on Paper, vol.5, no.4, March-April 2001, p.75. Rachel Taylor January 2004",0
P78639,['Myanmar'],"Pindaya, Burma, 1998","Blue Sisters, Structures of Deviance is a portfolio of ten prints executed in blue ink on white paper. Five are photogravures depicting trees. The other five are soft ground etching and aquatint on paper; these images are abstract and have a smaller plate size than the photogravures. The prints were produced at Druckatelier Kurt Zein in Vienna, where the artist lives and works. They were published in an edition of thirty-five with ten artist’s and publisher’s proofs; Tate owns number eleven in the edition. Federle has travelled extensively and for many years has taken photographs of trees during his international journeys. The photographs used in this portfolio were taken on four continents and depict large trees in diverse landscapes. The images are taken from a low viewpoint and cropped so that the tops of the depicted trees are not visible. Federle highlights the structural forms of the trunks and branches, and emphasises the connection between the trees and the ground. The photographic prints are reproduced in a deep blue. Although the source photographs were taken in daylight, the colouration gives the prints a contemplative, nocturnal quality. Federle is known predominantly as a painter (see Norwegian Sight, 1997, Tate T07463). He uses simple geometric forms including segments of the letters of the alphabet as the basis for compositions made with delicate painterly brushstrokes. The etchings in this portfolio are structurally similar to paintings made by the artist in the late 1990s and early twenty-first century in which Federle used a repeated motif of vertical bands. Like the photogravures, the etchings are printed using the artist’s characteristically limited palette. Rather than the deep blue of the representational prints, the abstract etchings are made in a darker blue-grey; the images become progressively looser and less rigidly structured. Federle seeks to convey a sense of spirituality approaching the sublime in his depiction of simple forms and the natural world. He has averred that ‘it can only be the spiritual which satisfies in art’ (quoted in Eva Badura-Triska, ‘1/1, 1/2, 1/4 (to Johannes Itten)’, Helmut Federle 5+1, p.20). The two styles deployed in Blue Sisters suggest contrasting and complementary contemporary approaches to the Romantic. The photogravures are depictions of landscape in the tradition of German Romantic painters including Caspar David Friedrich (1774-1840) while the etchings show the influence of American Abstract Expressionist artists, particularly Mark Rothko (1903-70; see Black on Maroon, 1958, Tate T01166). Speaking about an earlier series, Federle said, ‘I ... handle the abstract vocabulary with the same emotionality and the same symbolization as if I would paint a landscape’ (quoted in Badura-Triska, p.21). The source photograph for this print was taken by the artist in Pindaya, Myanmar (formally Burma) in 1998. It depicts the base of a dead or dying tree, closely cropped so that it dominates almost the entire picture area. Small sections of sky and the leafy branches of other trees are only visible on the left side of the image and in the top right hand corner. The cracked ends of the dead tree’s branches and the blue tint of the photogravure lend an eerie quality, making the tree appear fossilised. Small plants grow up and around the roots, suggesting the potential for renewed growth. Further reading: Eva Badura-Triska, Erich Franz, Dieter Koepplin, Donald Kuspit, Friedrich Meschede and Theodora Vischer, Helmut Federle 5+1, New York, 1990. Guy Tosatto, Elisabeth von Samsonow, Beat Wismer, Xavier Douroux & Franck Gautherot, Veit Loers, Nicholas Serota, Friedrich Meschede, Dieter Ronte and Helmut Federle, Helmut Federle, exhibition catalogue, Musée des Beaux-Arts de Nantes, 2002. ‘Working Proof’, Art on Paper, vol.5, no.4, March-April 2001, p.75. Rachel Taylor January 2004",0
P78640,['Cambodia'],"Angkor, Cambodia, 1994","Blue Sisters, Structures of Deviance is a portfolio of ten prints executed in blue ink on white paper. Five are photogravures depicting trees. The other five are soft ground etching and aquatint on paper; these images are abstract and have a smaller plate size than the photogravures. The prints were produced at Druckatelier Kurt Zein in Vienna, where the artist lives and works. They were published in an edition of thirty-five with ten artist’s and publisher’s proofs; Tate owns number eleven in the edition. Federle has travelled extensively and for many years has taken photographs of trees during his international journeys. The photographs used in this portfolio were taken on four continents and depict large trees in diverse landscapes. The images are taken from a low viewpoint and cropped so that the tops of the depicted trees are not visible. Federle highlights the structural forms of the trunks and branches, and emphasises the connection between the trees and the ground. The photographic prints are reproduced in a deep blue. Although the source photographs were taken in daylight, the colouration gives the prints a contemplative, nocturnal quality. Federle is known predominantly as a painter (see Norwegian Sight, 1997, Tate T07463). He uses simple geometric forms including segments of the letters of the alphabet as the basis for compositions made with delicate painterly brushstrokes. The etchings in this portfolio are structurally similar to paintings made by the artist in the late 1990s and early twenty-first century in which Federle used a repeated motif of vertical bands. Like the photogravures, the etchings are printed using the artist’s characteristically limited palette. Rather than the deep blue of the representational prints, the abstract etchings are made in a darker blue-grey; the images become progressively looser and less rigidly structured. Federle seeks to convey a sense of spirituality approaching the sublime in his depiction of simple forms and the natural world. He has averred that ‘it can only be the spiritual which satisfies in art’ (quoted in Eva Badura-Triska, ‘1/1, 1/2, 1/4 (to Johannes Itten)’, Helmut Federle 5+1, p.20). The two styles deployed in Blue Sisters suggest contrasting and complementary contemporary approaches to the Romantic. The photogravures are depictions of landscape in the tradition of German Romantic painters including Caspar David Friedrich (1774-1840) while the etchings show the influence of American Abstract Expressionist artists, particularly Mark Rothko (1903-70; see Black on Maroon, 1958, Tate T01166). Speaking about an earlier series, Federle said, ‘I ... handle the abstract vocabulary with the same emotionality and the same symbolization as if I would paint a landscape’ (quoted in Badura-Triska, p.21). The source photograph for this print was taken by the artist at Angkor Wat in Cambodia in 1994. This extraordinary image shows a tree growing around a partially ruined Hindu temple. Although the temple is crumbling, its ornate decorative features are still intact. The façade is carved stone and statues of deities are visible in niches. The tree appears to have grown next to one side of the temple, leaning into and finally wrapping itself as it grew around the walls and roof of the building. Roots drape unexpectedly over broken roof tiles. Federle has long-standing interests in ancient cultures and Eastern philosophy. In this image those concerns are combined with a Romantic vision of nature reclaiming human creation. Further reading: Eva Badura-Triska, Erich Franz, Dieter Koepplin, Donald Kuspit, Friedrich Meschede and Theodora Vischer, Helmut Federle 5+1, New York, 1990. Guy Tosatto, Elisabeth von Samsonow, Beat Wismer, Xavier Douroux & Franck Gautherot, Veit Loers, Nicholas Serota, Friedrich Meschede, Dieter Ronte and Helmut Federle, Helmut Federle, exhibition catalogue, Musée des Beaux-Arts de Nantes, 2002. ‘Working Proof’, Art on Paper, vol.5, no.4, March-April 2001, p.75. Rachel Taylor January 2004",1
P78640,['Cambodia'],"Angkor, Cambodia, 1994","Blue Sisters, Structures of Deviance is a portfolio of ten prints executed in blue ink on white paper. Five are photogravures depicting trees. The other five are soft ground etching and aquatint on paper; these images are abstract and have a smaller plate size than the photogravures. The prints were produced at Druckatelier Kurt Zein in Vienna, where the artist lives and works. They were published in an edition of thirty-five with ten artist’s and publisher’s proofs; Tate owns number eleven in the edition. Federle has travelled extensively and for many years has taken photographs of trees during his international journeys. The photographs used in this portfolio were taken on four continents and depict large trees in diverse landscapes. The images are taken from a low viewpoint and cropped so that the tops of the depicted trees are not visible. Federle highlights the structural forms of the trunks and branches, and emphasises the connection between the trees and the ground. The photographic prints are reproduced in a deep blue. Although the source photographs were taken in daylight, the colouration gives the prints a contemplative, nocturnal quality. Federle is known predominantly as a painter (see Norwegian Sight, 1997, Tate T07463). He uses simple geometric forms including segments of the letters of the alphabet as the basis for compositions made with delicate painterly brushstrokes. The etchings in this portfolio are structurally similar to paintings made by the artist in the late 1990s and early twenty-first century in which Federle used a repeated motif of vertical bands. Like the photogravures, the etchings are printed using the artist’s characteristically limited palette. Rather than the deep blue of the representational prints, the abstract etchings are made in a darker blue-grey; the images become progressively looser and less rigidly structured. Federle seeks to convey a sense of spirituality approaching the sublime in his depiction of simple forms and the natural world. He has averred that ‘it can only be the spiritual which satisfies in art’ (quoted in Eva Badura-Triska, ‘1/1, 1/2, 1/4 (to Johannes Itten)’, Helmut Federle 5+1, p.20). The two styles deployed in Blue Sisters suggest contrasting and complementary contemporary approaches to the Romantic. The photogravures are depictions of landscape in the tradition of German Romantic painters including Caspar David Friedrich (1774-1840) while the etchings show the influence of American Abstract Expressionist artists, particularly Mark Rothko (1903-70; see Black on Maroon, 1958, Tate T01166). Speaking about an earlier series, Federle said, ‘I ... handle the abstract vocabulary with the same emotionality and the same symbolization as if I would paint a landscape’ (quoted in Badura-Triska, p.21). The source photograph for this print was taken by the artist at Angkor Wat in Cambodia in 1994. This extraordinary image shows a tree growing around a partially ruined Hindu temple. Although the temple is crumbling, its ornate decorative features are still intact. The façade is carved stone and statues of deities are visible in niches. The tree appears to have grown next to one side of the temple, leaning into and finally wrapping itself as it grew around the walls and roof of the building. Roots drape unexpectedly over broken roof tiles. Federle has long-standing interests in ancient cultures and Eastern philosophy. In this image those concerns are combined with a Romantic vision of nature reclaiming human creation. Further reading: Eva Badura-Triska, Erich Franz, Dieter Koepplin, Donald Kuspit, Friedrich Meschede and Theodora Vischer, Helmut Federle 5+1, New York, 1990. Guy Tosatto, Elisabeth von Samsonow, Beat Wismer, Xavier Douroux & Franck Gautherot, Veit Loers, Nicholas Serota, Friedrich Meschede, Dieter Ronte and Helmut Federle, Helmut Federle, exhibition catalogue, Musée des Beaux-Arts de Nantes, 2002. ‘Working Proof’, Art on Paper, vol.5, no.4, March-April 2001, p.75. Rachel Taylor January 2004",1
T13702,['Vietnam'],Vietnam II,"Over three metres high and more than twelve metres long, this massive work is Golub’s largest painting and arguably one of his most ambitious. It belongs to a series of three large-scale works on the subject of the Vietnam War the artist made between 1972 and 1974. The paintings were motivated in part by the American presidential election of 1972, which saw Richard Nixon (1913-94) soundly defeating the anti-war platform of George McGovern (born 1922). Golub had adopted an active stance against the Vietnam conflict for almost a decade at the time these works were made; he joined the anti-war group Artists and Writers Protest on his return to the United States in 1964 after living for several years in Europe. However until this series he had not directly addressed contemporary issues in his work. The Vietnam paintings marked a move in Golub’s work from more ambiguous, classically inspired images of masculinity and power (see Fighter, 1965, Tate P77249) to a more pointed and abrasive political engagement with subject matter which has continued in his work to the present day. The composition of Vietnam II is polarised. On the left side of the painting are three uniformed American soldiers in front of an armoured car. All three men brandish machine guns, two of which are pointed towards a group of Vietnamese men, women and children huddled on the far right of the image. Behind the civilians are what appears to be the charred remains of a makeshift building; wooden posts and bits of corrugated iron are covered in a thin, sooty wash of paint. A large expanse of bare canvas divides the two groups of figures. The aggression on the faces of the American soldiers is countered by the combination of horror and stoicism in the expressions of the Vietnamese figures, particularly a young boy positioned in the foreground of the image whose face acts as the focal point for the right side of the composition. He stares directly out of the picture, implicating the viewer in the action. The dynamic postures of the figures were sourced from contemporary news photographs. Golub has described his working process, saying, ‘I begin by projecting drawings or parts of photographs onto the canvas – each figure is a synthesis of different sources ... I want each figure to be both the reconstruction of a generic type and to possess an idiosyncratic singular existence. The figures are first outlined and shaded in black. The second coat emphasizes three dimensionality and designated highlights. I apply local colour to define skin, wood, metal, cloth. The canvas is put on the floor and paint areas are dissolved with solvent and scraped. The main scraping tool is a meat cleaver. Once the canvas has been scraped down, eroded – a process which frequently takes two weeks – I reconstruct the figures’ (quoted in Michael Newman, ‘Interview with Leon Golub’, Leon Golub: Mercenaries and Interrogations, pp.5-6). The process of scraping embeds areas of colour deep in the grain of the support and gives the surface of the painting a rough texture. The painting is executed on unstretched linen, and hangs directly on the wall from grommets positioned at regular intervals along the top of the canvas. Hanging loosely in this manner, the painting is suggestive of an unfurled banner or an animal hide. Along the bottom edge, three irregular forms have been cut away from the painting. These jagged excisions echo the violence depicted in the image in an assault on the fabric of the artwork. Golub originally planned to give the Vietnam paintings the collective title Assassins. In re-naming the paintings he not only situated the depicted conflict in a specific time and place but acknowledged the complexities and moral ambiguities of warfare, suggesting that soldiers ordered to fight in an unjust war are subject to a similar experience of de-humanisation as the civilians who are caught in their crossfire. Writer and curator Jon Bird has elaborated this point, saying, ‘Unlike traditional history painting, in which the historical referent frames and conditions the viewer’s understanding, Golub’s historical project is closer to that of Goya ... whose political “message” problematizes historical responsibility’ (Bird, p.57). Francisco de Goya (1746-1828) is a frequently cited influence on Golub, and the structure of Vietnam II has been compared to Goya’s indictment of the Napoleonic invasion of Spain, Third of May 1808, 1814 (Museo del Prado, Madrid). Further reading: Jon Bird, Leon Golub: Echoes of the Real, London, 2000, reproduced no.39 in colour. Lynn Gumpert and Ned Rifkin, Golub, exhibition catalogue, New Museum of Contemporary Art, New York, 1984, reproduced p.35. Michael Newman and Jon Bird, Leon Golub: Mercenaries and Interrogations, exhibition catalogue, Institute of Contemporary Arts, London, 1982, reproduced p.6. Rachel Taylor May 2004",0
T13702,['Vietnam'],Vietnam II,"Vietnam II belongs to a series of three massive paintings that Golub made in protest against the Vietnam War. He had opposed the war since the 1960s but avoided representing it directly in his work, preferring to explore the themes of masculinity and power in a more universal manner. He changed his mind after the 1972 presidential election, in which the anti-war Senator George McGovern was heavily defeated by Richard Nixon. Golub used news photographs and his own experience as a veteran of the Second World War in order to build an allegory of the disconnection generated by conflict. Vietnam II sets American soldiers and their armoured car across a telling central gulf from Vietnamese civilian victims. The contrast between ruthless organisation and panicked disintegration find an echo in the apparently fragmentary nature of the work itself.",0
T13702,['Vietnam'],Vietnam II,"Over three metres high and more than twelve metres long, this massive work is Golub’s largest painting and arguably one of his most ambitious. It belongs to a series of three large-scale works on the subject of the Vietnam War the artist made between 1972 and 1974. The paintings were motivated in part by the American presidential election of 1972, which saw Richard Nixon (1913-94) soundly defeating the anti-war platform of George McGovern (born 1922). Golub had adopted an active stance against the Vietnam conflict for almost a decade at the time these works were made; he joined the anti-war group Artists and Writers Protest on his return to the United States in 1964 after living for several years in Europe. However until this series he had not directly addressed contemporary issues in his work. The Vietnam paintings marked a move in Golub’s work from more ambiguous, classically inspired images of masculinity and power (see Fighter, 1965, Tate P77249) to a more pointed and abrasive political engagement with subject matter which has continued in his work to the present day. The composition of Vietnam II is polarised. On the left side of the painting are three uniformed American soldiers in front of an armoured car. All three men brandish machine guns, two of which are pointed towards a group of Vietnamese men, women and children huddled on the far right of the image. Behind the civilians are what appears to be the charred remains of a makeshift building; wooden posts and bits of corrugated iron are covered in a thin, sooty wash of paint. A large expanse of bare canvas divides the two groups of figures. The aggression on the faces of the American soldiers is countered by the combination of horror and stoicism in the expressions of the Vietnamese figures, particularly a young boy positioned in the foreground of the image whose face acts as the focal point for the right side of the composition. He stares directly out of the picture, implicating the viewer in the action. The dynamic postures of the figures were sourced from contemporary news photographs. Golub has described his working process, saying, ‘I begin by projecting drawings or parts of photographs onto the canvas – each figure is a synthesis of different sources ... I want each figure to be both the reconstruction of a generic type and to possess an idiosyncratic singular existence. The figures are first outlined and shaded in black. The second coat emphasizes three dimensionality and designated highlights. I apply local colour to define skin, wood, metal, cloth. The canvas is put on the floor and paint areas are dissolved with solvent and scraped. The main scraping tool is a meat cleaver. Once the canvas has been scraped down, eroded – a process which frequently takes two weeks – I reconstruct the figures’ (quoted in Michael Newman, ‘Interview with Leon Golub’, Leon Golub: Mercenaries and Interrogations, pp.5-6). The process of scraping embeds areas of colour deep in the grain of the support and gives the surface of the painting a rough texture. The painting is executed on unstretched linen, and hangs directly on the wall from grommets positioned at regular intervals along the top of the canvas. Hanging loosely in this manner, the painting is suggestive of an unfurled banner or an animal hide. Along the bottom edge, three irregular forms have been cut away from the painting. These jagged excisions echo the violence depicted in the image in an assault on the fabric of the artwork. Golub originally planned to give the Vietnam paintings the collective title Assassins. In re-naming the paintings he not only situated the depicted conflict in a specific time and place but acknowledged the complexities and moral ambiguities of warfare, suggesting that soldiers ordered to fight in an unjust war are subject to a similar experience of de-humanisation as the civilians who are caught in their crossfire. Writer and curator Jon Bird has elaborated this point, saying, ‘Unlike traditional history painting, in which the historical referent frames and conditions the viewer’s understanding, Golub’s historical project is closer to that of Goya ... whose political “message” problematizes historical responsibility’ (Bird, p.57). Francisco de Goya (1746-1828) is a frequently cited influence on Golub, and the structure of Vietnam II has been compared to Goya’s indictment of the Napoleonic invasion of Spain, Third of May 1808, 1814 (Museo del Prado, Madrid). Further reading: Jon Bird, Leon Golub: Echoes of the Real, London, 2000, reproduced no.39 in colour. Lynn Gumpert and Ned Rifkin, Golub, exhibition catalogue, New Museum of Contemporary Art, New York, 1984, reproduced p.35. Michael Newman and Jon Bird, Leon Golub: Mercenaries and Interrogations, exhibition catalogue, Institute of Contemporary Arts, London, 1982, reproduced p.6. Rachel Taylor May 2004",0
T13702,['Vietnam'],Vietnam II,"Over three metres high and more than twelve metres long, this massive work is Golub’s largest painting and arguably one of his most ambitious. It belongs to a series of three large-scale works on the subject of the Vietnam War the artist made between 1972 and 1974. The paintings were motivated in part by the American presidential election of 1972, which saw Richard Nixon (1913-94) soundly defeating the anti-war platform of George McGovern (born 1922). Golub had adopted an active stance against the Vietnam conflict for almost a decade at the time these works were made; he joined the anti-war group Artists and Writers Protest on his return to the United States in 1964 after living for several years in Europe. However until this series he had not directly addressed contemporary issues in his work. The Vietnam paintings marked a move in Golub’s work from more ambiguous, classically inspired images of masculinity and power (see Fighter, 1965, Tate P77249) to a more pointed and abrasive political engagement with subject matter which has continued in his work to the present day. The composition of Vietnam II is polarised. On the left side of the painting are three uniformed American soldiers in front of an armoured car. All three men brandish machine guns, two of which are pointed towards a group of Vietnamese men, women and children huddled on the far right of the image. Behind the civilians are what appears to be the charred remains of a makeshift building; wooden posts and bits of corrugated iron are covered in a thin, sooty wash of paint. A large expanse of bare canvas divides the two groups of figures. The aggression on the faces of the American soldiers is countered by the combination of horror and stoicism in the expressions of the Vietnamese figures, particularly a young boy positioned in the foreground of the image whose face acts as the focal point for the right side of the composition. He stares directly out of the picture, implicating the viewer in the action. The dynamic postures of the figures were sourced from contemporary news photographs. Golub has described his working process, saying, ‘I begin by projecting drawings or parts of photographs onto the canvas – each figure is a synthesis of different sources ... I want each figure to be both the reconstruction of a generic type and to possess an idiosyncratic singular existence. The figures are first outlined and shaded in black. The second coat emphasizes three dimensionality and designated highlights. I apply local colour to define skin, wood, metal, cloth. The canvas is put on the floor and paint areas are dissolved with solvent and scraped. The main scraping tool is a meat cleaver. Once the canvas has been scraped down, eroded – a process which frequently takes two weeks – I reconstruct the figures’ (quoted in Michael Newman, ‘Interview with Leon Golub’, Leon Golub: Mercenaries and Interrogations, pp.5-6). The process of scraping embeds areas of colour deep in the grain of the support and gives the surface of the painting a rough texture. The painting is executed on unstretched linen, and hangs directly on the wall from grommets positioned at regular intervals along the top of the canvas. Hanging loosely in this manner, the painting is suggestive of an unfurled banner or an animal hide. Along the bottom edge, three irregular forms have been cut away from the painting. These jagged excisions echo the violence depicted in the image in an assault on the fabric of the artwork. Golub originally planned to give the Vietnam paintings the collective title Assassins. In re-naming the paintings he not only situated the depicted conflict in a specific time and place but acknowledged the complexities and moral ambiguities of warfare, suggesting that soldiers ordered to fight in an unjust war are subject to a similar experience of de-humanisation as the civilians who are caught in their crossfire. Writer and curator Jon Bird has elaborated this point, saying, ‘Unlike traditional history painting, in which the historical referent frames and conditions the viewer’s understanding, Golub’s historical project is closer to that of Goya ... whose political “message” problematizes historical responsibility’ (Bird, p.57). Francisco de Goya (1746-1828) is a frequently cited influence on Golub, and the structure of Vietnam II has been compared to Goya’s indictment of the Napoleonic invasion of Spain, Third of May 1808, 1814 (Museo del Prado, Madrid). Further reading: Jon Bird, Leon Golub: Echoes of the Real, London, 2000, reproduced no.39 in colour. Lynn Gumpert and Ned Rifkin, Golub, exhibition catalogue, New Museum of Contemporary Art, New York, 1984, reproduced p.35. Michael Newman and Jon Bird, Leon Golub: Mercenaries and Interrogations, exhibition catalogue, Institute of Contemporary Arts, London, 1982, reproduced p.6. Rachel Taylor May 2004",0
